c_function,c_file,c_line,c_signature,tool_claim,tool_claim_resolved,tool_claim_status,tool_claim_defined_in_rust,tool_verifi_tag,name_eq,matcher_forced,matcher_forced_score,matcher_forced_conf,matcher_deploy,prior,truth,truth_note
lodepng_is_greyscale_type,lodepng.c,2761,(info: const LodePNGColorMode *) -> unsigned int,,,NO_MAP,,,lodepng_is_greyscale_type,lodepng_is_greyscale_type,0.401,-0.252,ABSTAIN,single-source,lodepng_is_greyscale_type,"lodepng.c:2761-2763 lodepng_is_greyscale_type(info): colortype == LCT_GREY || == LCT_GREY_ALPHA -> assembled_unidiomatic.rs:2641-2647 lodepng_is_greyscale_type: same disjunction cast to c_uint (rs:2645-2646). Real body; genuine. Log-extracted last attempt (run1_extracted_rust/lodepng_is_greyscale_type__attempt6.rs, attempt 6 of 6, SACTOR verdict `Rust code failed to compile`, status failure). All 6 attempts died in SACTOR's embedding crate on E0428 `the name LodePNGColorType is defined multiple times` (+E0117/E0599): the harness scaffold emits both `pub type LodePNGColorType = c_uint` and the translated `enum LodePNGColorType`, so nothing the LLM wrote for a function touching the colour type could compile. Tool-side compile failure, not a defect of this body. Name-eq lodepng_is_greyscale_type: correct. Forced matcher lodepng_is_greyscale_type (score 0.401, conf -0.252): correct. Deploy matcher ABSTAIN: coverage loss only."
lodepng_is_alpha_type,lodepng.c,2765,(info: const LodePNGColorMode *) -> unsigned int,,,NO_MAP,,,lodepng_is_alpha_type,lodepng_is_alpha_type,0.327,-0.258,ABSTAIN,single-source,lodepng_is_alpha_type,"lodepng.c:2765-2767 lodepng_is_alpha_type(info): (colortype & 4) != 0 -> assembled_unidiomatic.rs:2634-2638 lodepng_is_alpha_type: `(colortype as u8) & 4 != 0` as c_uint. Identical bit test; genuine. Log-extracted last attempt (run1_extracted_rust/lodepng_is_alpha_type__attempt6.rs, attempt 6 of 6, SACTOR verdict `Rust code failed to compile`, status failure). All 6 attempts died in SACTOR's embedding crate on E0428 `the name LodePNGColorType is defined multiple times` (+E0117/E0599): the harness scaffold emits both `pub type LodePNGColorType = c_uint` and the translated `enum LodePNGColorType`, so nothing the LLM wrote for a function touching the colour type could compile. Tool-side compile failure, not a defect of this body. Name-eq lodepng_is_alpha_type: correct. Forced matcher lodepng_is_alpha_type (score 0.327, conf -0.258): correct. Deploy matcher ABSTAIN: coverage loss only."
lodepng_is_palette_type,lodepng.c,2769,(info: const LodePNGColorMode *) -> unsigned int,,,NO_MAP,,,lodepng_is_palette_type,lodepng_is_palette_type,0.768,0.115,lodepng_is_palette_type,single-source,lodepng_is_palette_type,"lodepng.c:2769-2771 lodepng_is_palette_type(info): colortype == LCT_PALETTE -> assembled_unidiomatic.rs:2650-2652 lodepng_is_palette_type: `colortype == 3` (LCT_PALETTE == 3 in both lodepng.h and the artifact's enum/consts) -> 1/0. Same predicate written against the c_uint typedef of the struct file; genuine. Log-extracted last attempt (run1_extracted_rust/lodepng_is_palette_type__attempt6.rs, attempt 6 of 6, SACTOR verdict `Rust code failed to compile`, status failure). All 6 attempts died in SACTOR's embedding crate on E0428 `the name LodePNGColorType is defined multiple times` (+E0117/E0599): the harness scaffold emits both `pub type LodePNGColorType = c_uint` and the translated `enum LodePNGColorType`, so nothing the LLM wrote for a function touching the colour type could compile. Tool-side compile failure, not a defect of this body. Name-eq lodepng_is_palette_type: correct. Forced matcher lodepng_is_palette_type (score 0.768, conf 0.115): correct. Deploy matcher lodepng_is_palette_type: correct."
lodepng_has_palette_alpha,lodepng.c,2773,(info: const LodePNGColorMode *) -> unsigned int,,,NO_MAP,,,lodepng_has_palette_alpha,lodepng_has_palette_alpha,0.31,-0.232,ABSTAIN,single-source,lodepng_has_palette_alpha,"lodepng.c:2773-2779 lodepng_has_palette_alpha(info): for i < palettesize: palette[i*4+3] < 255 -> 1; else 0 -> assembled_unidiomatic.rs:2619-2631 lodepng_has_palette_alpha: identical loop and test (rs:2622-2630). Real body; genuine. Log-extracted last attempt (run1_extracted_rust/lodepng_has_palette_alpha__attempt6.rs, attempt 6 of 6, SACTOR verdict `Rust code failed to compile`, status failure). All 6 attempts died in SACTOR's embedding crate on E0428 `the name LodePNGColorType is defined multiple times` (+E0117/E0599): the harness scaffold emits both `pub type LodePNGColorType = c_uint` and the translated `enum LodePNGColorType`, so nothing the LLM wrote for a function touching the colour type could compile. Tool-side compile failure, not a defect of this body. Name-eq lodepng_has_palette_alpha: correct. Forced matcher lodepng_has_palette_alpha (score 0.31, conf -0.232): correct. Deploy matcher ABSTAIN: coverage loss only."
lodepng_can_have_alpha,lodepng.c,2781,(info: const LodePNGColorMode *) -> unsigned int,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2781-2785 lodepng_can_have_alpha(info: const LodePNGColorMode *) -> unsigned int: key_defined || lodepng_is_alpha_type || lodepng_has_palette_alpha. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 97 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_get_raw_size_lct,lodepng.c,2787,"(w: unsigned int, h: unsigned int, colortype: LodePNGColorType, bitdepth: unsigned int) -> size_t",,,NO_MAP,,,,Adam7_getpassvalues,0.187,-0.111,ABSTAIN,single-source,NONE,"lodepng.c:2787-2791 lodepng_get_raw_size_lct(w: unsigned int, h: unsigned int, colortype: LodePNGColorType, bitdepth: unsigned int) -> size_t: ((w * bpp + 7) / 8) * h computed without overflowing w * bpp. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 124 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher proposed Adam7_getpassvalues (score 0.187, conf -0.111): WRONG, the row has no Rust. Deploy matcher ABSTAIN: abstained (correct outcome)."
lodepng_get_raw_size,lodepng.c,2793,"(w: unsigned int, h: unsigned int, color: const LodePNGColorMode *) -> size_t",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2793-2795 lodepng_get_raw_size(w: unsigned int, h: unsigned int, color: const LodePNGColorMode *) -> size_t: lodepng_get_raw_size_lct(w, h, color->colortype, color->bitdepth). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 144 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_get_raw_size_idat,lodepng.c,2803,"(w: unsigned int, h: unsigned int, bpp: unsigned int) -> size_t",,,NO_MAP,,,lodepng_get_raw_size_idat,lodepng_get_raw_size_idat,0.381,0.083,lodepng_get_raw_size_idat,single-source,lodepng_get_raw_size_idat,"lodepng.c:2803-2808 lodepng_get_raw_size_idat(w, h, bpp): line = (w/8)*bpp + 1 + ((w&7)*bpp + 7)/8; return h*line -> assembled_unidiomatic.rs:2141-2145 lodepng_get_raw_size_idat: same two expressions (rs:2142-2144). Identical; genuine. Verified file (translated_code_unidiomatic/functions/lodepng_get_raw_size_idat.rs, unidiomatic_failure_info.json status success, 1 attempt: compiled, linked, 4/4 harness samples passed). Name-eq lodepng_get_raw_size_idat: correct. Forced matcher lodepng_get_raw_size_idat (score 0.381, conf 0.083): correct. Deploy matcher lodepng_get_raw_size_idat: correct."
lodepng_pixel_overflow,lodepng.c,2819,"(w: unsigned int, h: unsigned int, pngcolor: const LodePNGColorMode *, rawcolor: const LodePNGColorMode *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2819-2836 lodepng_pixel_overflow(w: unsigned int, h: unsigned int, pngcolor: const LodePNGColorMode *, rawcolor: const LodePNGColorMode *) -> int: overflow checks (mulofl/gtofl) on numpixels and the raw/png byte sizes. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 145 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
LodePNGUnknownChunks_init,lodepng.c,2842,(info: LodePNGInfo *) -> void,,,NO_MAP,,,LodePNGUnknownChunks_init,LodePNGUnknownChunks_init,0.336,-0.019,ABSTAIN,single-source,LodePNGUnknownChunks_init,"lodepng.c:2842-2846 LodePNGUnknownChunks_init(info): two loops i<3 zeroing unknown_chunks_data[i] and unknown_chunks_size[i] -> assembled_unidiomatic.rs:2411-2422 LodePNGUnknownChunks_init: the same two loops (rs:2413-2421). Real body; genuine. Log-extracted last attempt (run1_extracted_rust/LodePNGUnknownChunks_init__attempt6.rs, attempt 6 of 6, SACTOR verdict `Rust code failed to compile`, status failure). All 6 attempts died in SACTOR's embedding crate on E0428 `the name LodePNGColorType is defined multiple times` (+E0117/E0599): the harness scaffold emits both `pub type LodePNGColorType = c_uint` and the translated `enum LodePNGColorType`, so nothing the LLM wrote for a function touching the colour type could compile. Tool-side compile failure, not a defect of this body. Name-eq LodePNGUnknownChunks_init: correct. Forced matcher LodePNGUnknownChunks_init (score 0.336, conf -0.019): correct. Deploy matcher ABSTAIN: coverage loss only."
LodePNGUnknownChunks_cleanup,lodepng.c,2848,(info: LodePNGInfo *) -> void,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2848-2851 LodePNGUnknownChunks_cleanup(info: LodePNGInfo *) -> void: frees the three unknown_chunks_data arrays. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 98 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
LodePNGUnknownChunks_copy,lodepng.c,2853,"(dest: LodePNGInfo *, src: const LodePNGInfo *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2853-2869 LodePNGUnknownChunks_copy(dest: LodePNGInfo *, src: const LodePNGInfo *) -> unsigned int: cleanup dest, copies sizes and deep-copies the three data arrays. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 125 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
LodePNGText_init,lodepng.c,2873,(info: LodePNGInfo *) -> void,,,NO_MAP,,,LodePNGText_init,LodePNGText_init,0.338,-0.121,ABSTAIN,single-source,LodePNGText_init,"lodepng.c:2873-2877 LodePNGText_init(info): text_num=0; text_keys=text_strings=NULL -> assembled_unidiomatic.rs:2404-2408 LodePNGText_init: same three stores (rs:2405-2407). Real body; genuine. Log-extracted last attempt (run1_extracted_rust/LodePNGText_init__attempt6.rs, attempt 6 of 6, SACTOR verdict `Rust code failed to compile`, status failure). All 6 attempts died in SACTOR's embedding crate on E0428 `the name LodePNGColorType is defined multiple times` (+E0117/E0599): the harness scaffold emits both `pub type LodePNGColorType = c_uint` and the translated `enum LodePNGColorType`, so nothing the LLM wrote for a function touching the colour type could compile. Tool-side compile failure, not a defect of this body. Name-eq LodePNGText_init: correct. Forced matcher LodePNGText_init (score 0.338, conf -0.121): correct. Deploy matcher ABSTAIN: coverage loss only."
LodePNGText_cleanup,lodepng.c,2879,(info: LodePNGInfo *) -> void,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2879-2887 LodePNGText_cleanup(info: LodePNGInfo *) -> void: frees every key/string and the two arrays, text_num = 0. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 126 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
LodePNGText_copy,lodepng.c,2889,"(dest: LodePNGInfo *, source: const LodePNGInfo *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2889-2898 LodePNGText_copy(dest: LodePNGInfo *, source: const LodePNGInfo *) -> unsigned int: resets dest then lodepng_add_text for each source entry. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 196 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_add_text_sized,lodepng.c,2900,"(info: LodePNGInfo *, key: const char *, str: const char *, size: size_t) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2900-2915 lodepng_add_text_sized(info: LodePNGInfo *, key: const char *, str: const char *, size: size_t) -> unsigned int: realloc keys/strings arrays, alloc_string(key) + alloc_string_sized(str, size), ++text_num. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 187 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_add_text,lodepng.c,2917,"(info: LodePNGInfo *, key: const char *, str: const char *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2917-2919 lodepng_add_text(info: LodePNGInfo *, key: const char *, str: const char *) -> unsigned int: lodepng_add_text_sized(info, key, str, lodepng_strlen(str)). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 191 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_clear_text,lodepng.c,2921,(info: LodePNGInfo *) -> void,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2921-2923 lodepng_clear_text(info: LodePNGInfo *) -> void: LodePNGText_cleanup(info). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 146 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
LodePNGIText_init,lodepng.c,2927,(info: LodePNGInfo *) -> void,,,NO_MAP,,,LodePNGIText_init,LodePNGIText_init,0.337,-0.112,ABSTAIN,single-source,LodePNGIText_init,"lodepng.c:2927-2933 LodePNGIText_init(info): itext_num=0; itext_keys/langtags/transkeys/strings=NULL -> assembled_unidiomatic.rs:2395-2401 LodePNGIText_init: same five stores (rs:2396-2400). Real body; genuine. Log-extracted last attempt (run1_extracted_rust/LodePNGIText_init__attempt6.rs, attempt 6 of 6, SACTOR verdict `Rust code failed to compile`, status failure). All 6 attempts died in SACTOR's embedding crate on E0428 `the name LodePNGColorType is defined multiple times` (+E0117/E0599): the harness scaffold emits both `pub type LodePNGColorType = c_uint` and the translated `enum LodePNGColorType`, so nothing the LLM wrote for a function touching the colour type could compile. Tool-side compile failure, not a defect of this body. Name-eq LodePNGIText_init: correct. Forced matcher LodePNGIText_init (score 0.337, conf -0.112): correct. Deploy matcher ABSTAIN: coverage loss only."
LodePNGIText_cleanup,lodepng.c,2935,(info: LodePNGInfo *) -> void,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2935-2947 LodePNGIText_cleanup(info: LodePNGInfo *) -> void: frees keys/langtags/transkeys/strings and the four arrays, itext_num = 0. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 127 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
LodePNGIText_copy,lodepng.c,2949,"(dest: LodePNGInfo *, source: const LodePNGInfo *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2949-2961 LodePNGIText_copy(dest: LodePNGInfo *, source: const LodePNGInfo *) -> unsigned int: resets dest then lodepng_add_itext for each source entry. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 197 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_clear_itext,lodepng.c,2963,(info: LodePNGInfo *) -> void,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2963-2965 lodepng_clear_itext(info: LodePNGInfo *) -> void: LodePNGIText_cleanup(info). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 147 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_add_itext_sized,lodepng.c,2967,"(info: LodePNGInfo *, key: const char *, langtag: const char *, transkey: const char *, str: const char *, size: size_t) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2967-2989 lodepng_add_itext_sized(info: LodePNGInfo *, key: const char *, langtag: const char *, transkey: const char *, str: const char *, size: size_t) -> unsigned int: realloc the four itext arrays, alloc the four strings, ++itext_num. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 188 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_add_itext,lodepng.c,2991,"(info: LodePNGInfo *, key: const char *, langtag: const char *, transkey: const char *, str: const char *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2991-2994 lodepng_add_itext(info: LodePNGInfo *, key: const char *, langtag: const char *, transkey: const char *, str: const char *) -> unsigned int: lodepng_add_itext_sized(..., lodepng_strlen(str)). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 192 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_assign_icc,lodepng.c,2997,"(info: LodePNGInfo *, name: const char *, profile: const unsigned char *, profile_size: unsigned int) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2997-3009 lodepng_assign_icc(info: LodePNGInfo *, name: const char *, profile: const unsigned char *, profile_size: unsigned int) -> unsigned int: 83 unless name allocs; alloc_string(name), malloc+memcpy profile, iccp_defined = 1. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 189 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_set_icc,lodepng.c,3011,"(info: LodePNGInfo *, name: const char *, profile: const unsigned char *, profile_size: unsigned int) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:3011-3016 lodepng_set_icc(info: LodePNGInfo *, name: const char *, profile: const unsigned char *, profile_size: unsigned int) -> unsigned int: lodepng_clear_icc then lodepng_assign_icc. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 193 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_clear_icc,lodepng.c,3018,(info: LodePNGInfo *) -> void,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:3018-3024 lodepng_clear_icc(info: LodePNGInfo *) -> void: string_cleanup(iccp_name), lodepng_free(iccp_profile), profile_size = 0, iccp_defined = 0. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 128 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_info_init,lodepng.c,3027,(info: LodePNGInfo *) -> void,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:3027-3054 lodepng_info_init(info: LodePNGInfo *) -> void: lodepng_color_mode_init + every LodePNGInfo default (interlace, background, text, itext, time, phys, gama, chrm, srgb, iccp, sbit, unknown chunks). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 99 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_info_cleanup,lodepng.c,3056,(info: LodePNGInfo *) -> void,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:3056-3066 lodepng_info_cleanup(info: LodePNGInfo *) -> void: cleanup of color mode, text, itext, icc and unknown chunks. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 148 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_info_copy,lodepng.c,3068,"(dest: LodePNGInfo *, source: const LodePNGInfo *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:3068-3085 lodepng_info_copy(dest: LodePNGInfo *, source: const LodePNGInfo *) -> unsigned int: cleanup dest, struct copy, deep-copies color, text, itext, icc and unknown chunks. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 199 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
