c_function,c_file,c_line,c_signature,tool_claim,tool_claim_resolved,tool_claim_status,tool_claim_defined_in_rust,tool_verifi_tag,name_eq,matcher_forced,matcher_forced_score,matcher_forced_conf,matcher_deploy,prior,truth,truth_note
lodepng_zlib_decompressv,lodepng.c,2169,"(out: ucvector *, in: const unsigned char *, insize: size_t, settings: const LodePNGDecompressSettings *) -> unsigned int",lodepng_zlib_decompressv,lodepng_zlib_decompressv,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_zlib_decompressv,addChunk_zTXt,0.168,-0.193,ABSTAIN,CONFLICT,STUB:lodepng_zlib_decompressv,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:2169 (CMF/FLG checks 53/24/25/26, inflatev, adler 58). src/lodepng.rs:2855 `lodepng_zlib_decompressv(out, input, insize, settings) -> u32 { 0 }`. Rejected tool_claim addChunk_zTXt (stub, unrelated)."
lodepng_zlib_decompress,lodepng.c,2211,"(out: unsigned char **, outsize: size_t *, in: const unsigned char *, insize: size_t, settings: const LodePNGDecompressSettings *) -> unsigned int",lodepng_zlib_decompress,lodepng_zlib_decompress,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_zlib_decompress,lodepng_zlib_decompress,0.224,-0.152,ABSTAIN,unanimous,STUB:lodepng_zlib_decompress,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:2211 (ucvector_init then lodepng_zlib_decompressv). src/lodepng.rs:2897 `lodepng_zlib_decompress(out: Option<&mut Ucvector>, outsize, input, insize, settings) -> u32 { 0 }` (doc describes the decompressv body: 'inflate call and Adler-32 validation'); duplicate same-name def src/lodepng.rs:2919 doc cites the C:2211 signature verbatim. Rejected tool_claim lodepng_zlib_decompressv [2855] (C:2169)."
zlib_decompress,lodepng.c,2221,"(out: unsigned char **, outsize: size_t *, expected_size: size_t, in: const unsigned char *, insize: size_t, settings: const LodePNGDecompressSettings *) -> unsigned int",lodepng_zlib_decompress;zlib_decompress,lodepng_zlib_decompress,CLAIMED,yes,Fixed_5_Compile_Failed,zlib_decompress,zlib_decompress,0.151,-0.209,ABSTAIN,CONFLICT,STUB:zlib_decompress,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:2221 (custom_zlib dispatch 110, else lodepng_zlib_decompress, expected_size check 109). src/lodepng.rs:2942 `zlib_decompress(out, outsize, expected_size, input, insize, settings) -> u32 { 0 }` -- expected_size param matches C. Rejected tool_claim lodepng_zlib_decompress [2897] (C:2211)."
lodepng_zlib_compress,lodepng.c,2250,"(out: unsigned char **, outsize: size_t *, in: const unsigned char *, insize: size_t, settings: const LodePNGCompressSettings *) -> unsigned int",lodepng_zlib_compress,lodepng_zlib_compress,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_zlib_compress,lodepng_deflate,0.143,-0.214,ABSTAIN,CONFLICT,STUB:lodepng_zlib_compress,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:2250 (CMF=120/FLG header, lodepng_deflate, adler32 trailer, error 83). src/lodepng.rs:2976 `lodepng_zlib_compress(out, outsize, input, insize, settings) -> u32 { 0 }`. No fn contains 120/CMF header logic. Rejected tool_claim lodepng_deflate [2883]."
zlib_compress,lodepng.c,2288,"(out: unsigned char **, outsize: size_t *, in: const unsigned char *, insize: size_t, settings: const LodePNGCompressSettings *) -> unsigned int",zlib_compress,zlib_compress,CLAIMED,yes,Fixed_5_Compile_Failed,zlib_compress,lodepng_zlib_compress,0.219,-0.138,ABSTAIN,CONFLICT,STUB:zlib_compress,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:2288 (custom_zlib dispatch 111, else lodepng_zlib_compress). src/lodepng.rs:898 `zlib_compress(out, outsize, input, insize, settings) -> u32 { 0 }`; two more same-name defs at src/lodepng.rs:2590 and src/lodepng.rs:3056 (garbled signature). Rejected matcher_forced lodepng_zlib_compress [2976] (C:2250, the callee, not this wrapper)."
lodepng_compress_settings_init,lodepng.c,2328,(settings: LodePNGCompressSettings *) -> void,zlib_compress;lodepng_compress_settings_init,zlib_compress,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_compress_settings_init,HuffmanTree_makeFromLengths2,0.261,-0.277,ABSTAIN,CONFLICT,STUB:lodepng_compress_settings_init,"STUB-ONLY. C lodepng.c:2328 sets btype=2,use_lz77=1,windowsize=2048,minmatch=3,nicematch=128,lazymatching=1,custom_*=0. Rust src/lodepng.rs:907 lodepng_compress_settings_init is an empty fn (and takes LodePNGEncoderSettings, wrong type); a second empty stub with the correct LodePNGCompressSettings param and doc 'Stub for: void lodepng_compress_settings_init(...)' is at src/common/lodepng_mod.rs:153. No fn in the crate assigns btype/windowsize/nicematch (grep 2048/128/nicematch: none). Rejected tool_claim zlib_compress @898 (stub for a different C fn, 5-arg compress signature) and matcher_forced HuffmanTree_makeFromLengths2 @1509 (stub for HuffmanTree_makeFromLengths2)."
lodepng_decompress_settings_init,lodepng.c,2349,(settings: LodePNGDecompressSettings *) -> void,lodepng_decompress_settings_init,lodepng_decompress_settings_init,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_decompress_settings_init,lodepng_state_cleanup,0.242,-0.205,ABSTAIN,CONFLICT,STUB:lodepng_decompress_settings_init,"STUB-ONLY. C lodepng.c:2349 zeroes ignore_adler32/ignore_nlen/max_output_size/custom_*. Rust src/lodepng.rs:893 lodepng_decompress_settings_init: empty body, doc 'stub for the C function that initializes LodePNGDecompressSettings' (param typed LodePNGDecoderSettings). No fn touches ignore_adler32/ignore_nlen. Rejected matcher_forced lodepng_state_cleanup @3348 (empty stub explicitly for lodepng_state_cleanup)."
lodepng_crc32,lodepng.c,2414,"(data: const unsigned char *, length: size_t) -> unsigned int",lodepng_crc32,lodepng_crc32,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_crc32,lodepng_crc32,0.198,-0.228,ABSTAIN,unanimous,STUB:lodepng_crc32,"STUB-ONLY. C lodepng.c:2414 table-driven CRC (lodepng_crc32_table, 0xffffffff). Rust src/lodepng.rs:635 lodepng_crc32(data,length) returns 0, doc 'Translated from: unsigned lodepng_crc32(...)'; duplicate 1-arg stub lodepng_crc32 @854 (not in inventory). No CRC table anywhere in crate (grep 1996959894 / 0xedb88320 / 0xffffffff: none)."
readBitFromReversedStream,lodepng.c,2435,"(bitpointer: size_t *, bitstream: const unsigned char *) -> unsigned char",lodepng_crc32,lodepng_crc32,CLAIMED,yes,Fixed_1_Compile_Failed,readBitFromReversedStream,ucvector_init,0.209,-0.263,ABSTAIN,CONFLICT,STUB:readBitFromReversedStream,"STUB-ONLY. C lodepng.c:2435 (bitstream[bp>>3] >> (7-(bp&7))) & 1, ++bp. Rust src/lodepng.rs:769 readBitFromReversedStream returns 0, doc cites the exact C signature. Rejected tool_claim lodepng_crc32 @635 (crc stub) and matcher_forced ucvector_init @828 (stub returning u8 0, unrelated)."
readBitsFromReversedStream,lodepng.c,2442,"(bitpointer: size_t *, bitstream: const unsigned char *, nbits: size_t) -> unsigned int",readBitFromReversedStream,readBitFromReversedStream,CLAIMED,yes,Fixed_5_Compile_Failed,,lodepng_memcpy,0.184,-0.264,ABSTAIN,CONFLICT,STUB:read_bits_from_reversed_stream,"STUB-ONLY. C lodepng.c:2442 loops nbits times shifting in readBitFromReversedStream. Rust src/lodepng.rs:526 read_bits_from_reversed_stream(bitpointer,bitstream,nbits)->u32 returns 0 (snake_case of the C name, same 3-arg shape). Rejected tool_claim readBitFromReversedStream @769 (that is the single-bit C function's stub). Rejected matcher_forced lodepng_memcpy @541 (memcpy stub)."
setBitOfReversedStream,lodepng.c,2452,"(bitpointer: size_t *, bitstream: unsigned char *, bit: unsigned char) -> void",read_bits_from_reversed_stream,read_bits_from_reversed_stream,CLAIMED,yes,Fixed_5_Compile_Failed,,set_bit_of_reversed_stream,0.278,-0.053,ABSTAIN,CONFLICT,set_bit_of_reversed_stream,"REAL. C lodepng.c:2452: if bit==0 clear bit (7-(bp&7)) of bitstream[bp>>3] else set it; ++bp. Rust src/lodepng.rs:338 set_bit_of_reversed_stream: byte_index=*bp>>3, bit_index=7-(*bp&7), if bit==0 {*byte &= !(1<<bit_index)} else {*byte |= 1<<bit_index}, *bp+=1 (adds a bounds-checked get_mut). Exact control-flow match; the only non-stub target in this part. Rejected tool_claim read_bits_from_reversed_stream @526 (stub for readBitsFromReversedStream)."
lodepng_chunk_length,lodepng.c,2463,(chunk: const unsigned char *) -> unsigned int,lodepng_chunk_length,lodepng_chunk_length,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_chunk_length,get_num_color_channels_stub,0.173,-0.364,ABSTAIN,CONFLICT,STUB:lodepng_chunk_length,"STUB-ONLY. C lodepng.c:2463 returns lodepng_read32bitInt(chunk). Rust src/lodepng.rs:748 lodepng_chunk_length returns 0 (duplicate stub @763, not in inventory). Rejected matcher_forced get_num_color_channels_stub @1461 (stub from getNumColorChannels' switch snippet)."
lodepng_chunk_type,lodepng.c,2467,"(type: char[5], chunk: const unsigned char *) -> void",set_bit_of_reversed_stream,set_bit_of_reversed_stream,CLAIMED,yes,No_Fix_Compile_Success,,lodepng_copy_type_from_chunk,0.435,-0.015,ABSTAIN,CONFLICT,STUB:lodepng_copy_type_from_chunk,"STUB-ONLY. C lodepng.c:2467 copies chunk[4..8] into type[5] and NUL-terminates. Rust src/lodepng.rs:533 lodepng_copy_type_from_chunk(chunk, type_buf: &mut [u8;5]) is a no-op ('Stub only') whose name and [u8;5] out-param describe exactly this C function; no other fn writes a 5-byte type buffer. matcher_forced was right by signature. Rejected tool_claim set_bit_of_reversed_stream @338 (real translation of setBitOfReversedStream, unrelated)."
lodepng_chunk_type_equals,lodepng.c,2473,"(chunk: const unsigned char *, type: const char *) -> unsigned char",lodepng_chunk_length,lodepng_chunk_length,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_chunk_type_equals,lodepng_chunk_next,0.115,-0.217,ABSTAIN,CONFLICT,STUB:lodepng_chunk_type_equals,"STUB (partial: only the first statement translated, body marked incomplete). PARTIAL. C lodepng.c:2473: if strlen(type)!=4 return 0; return chunk[4..8]==type[0..4]. Rust src/lodepng.rs:331 lodepng_chunk_type_equals(chunk,&str)->u8: translates only the first statement (`if r#type.len()!=4 {return 0;}`) then returns 0 with comment 'Function body is incomplete'. Rejected tool_claim lodepng_chunk_length @748 and matcher_forced lodepng_chunk_next @1112 (both empty stubs for other C fns)."
lodepng_chunk_ancillary,lodepng.c,2478,(chunk: const unsigned char *) -> unsigned char,lodepng_copy_type_from_chunk,lodepng_copy_type_from_chunk,CLAIMED,yes,Fixed_4_Compile_Failed,lodepng_chunk_ancillary,lodepng_chunk_data,0.195,-0.398,ABSTAIN,CONFLICT,STUB:lodepng_chunk_ancillary,STUB-ONLY. C lodepng.c:2478 (chunk[4]&32)!=0. Rust src/lodepng.rs:326 lodepng_chunk_ancillary: unimplemented!() with 'Body not provided'. No fn tests bit 32 of chunk[4]. Rejected tool_claim lodepng_copy_type_from_chunk @533 (stub for lodepng_chunk_type) and matcher_forced lodepng_chunk_data @1181 (stub).
lodepng_chunk_private,lodepng.c,2482,(chunk: const unsigned char *) -> unsigned char,lodepng_chunk_type_equals,lodepng_chunk_type_equals,CLAIMED,yes,No_Fix_Compile_Success,lodepng_chunk_private,lodepng_chunk_private,0.419,-0.211,ABSTAIN,CONFLICT,STUB:lodepng_chunk_private,"STUB-ONLY. C lodepng.c:2482 (chunk[6]&32)!=0. Rust src/lodepng.rs:321 lodepng_chunk_private returns 0, 'direct signature translation only'. Rejected tool_claim lodepng_chunk_type_equals @331 (partial translation of a different C fn)."
lodepng_chunk_safetocopy,lodepng.c,2486,(chunk: const unsigned char *) -> unsigned char,lodepng_chunk_ancillary,lodepng_chunk_ancillary,CLAIMED,yes,No_Fix_Compile_Success,lodepng_chunk_safetocopy,lodepng_chunk_type_equals,0.407,-0.042,ABSTAIN,CONFLICT,STUB:lodepng_chunk_safetocopy,"STUB-ONLY. C lodepng.c:2486 (chunk[7]&32)!=0. Rust src/lodepng.rs:515 lodepng_chunk_safetocopy(chunk: Option<&i8>)->Option<&i8> just returns its argument (wrong return type, no logic). Rejected tool_claim lodepng_chunk_ancillary @326 and matcher_forced lodepng_chunk_type_equals @331 (other C fns)."
lodepng_chunk_data,lodepng.c,2490,(chunk: unsigned char *) -> unsigned char *,lodepng_chunk_private,lodepng_chunk_private,CLAIMED,yes,No_Fix_Compile_Success,lodepng_chunk_data,lodepng_chunk_ancillary,0.633,0.003,ABSTAIN,CONFLICT,STUB:lodepng_chunk_data,STUB-ONLY. C lodepng.c:2490 returns &chunk[8]. Rust src/lodepng.rs:1181 lodepng_chunk_data returns None ('no-op implementation stub'). Rejected tool_claim lodepng_chunk_private @321 and matcher_forced lodepng_chunk_ancillary @326.
lodepng_chunk_data_const,lodepng.c,2494,(chunk: const unsigned char *) -> const unsigned char *,lodepng_chunk_safetocopy,lodepng_chunk_safetocopy,CLAIMED,yes,No_Fix_Compile_Success,lodepng_chunk_data_const,lodepng_chunk_data_const,0.262,-0.331,ABSTAIN,CONFLICT,STUB:lodepng_chunk_data_const,STUB-ONLY. C lodepng.c:2494 returns &chunk[8]. Rust src/lodepng.rs:1186 lodepng_chunk_data_const returns None. Rejected tool_claim lodepng_chunk_safetocopy @515 (identity stub for a different C fn).
lodepng_chunk_check_crc,lodepng.c,2498,(chunk: const unsigned char *) -> unsigned int,lodepng_chunk_data;lodepng_chunk_data_const,lodepng_chunk_data,CLAIMED,yes,Fixed_1_Compile_Failed,lodepng_chunk_check_crc,lodepng_palette_add,0.165,-0.34,ABSTAIN,CONFLICT,STUB:lodepng_chunk_check_crc,"STUB-ONLY. C lodepng.c:2498 compares read32bitInt(&chunk[length+8]) with crc32(&chunk[4],length+4) -> 1/0. Rust src/lodepng.rs:1198 lodepng_chunk_check_crc returns 0, doc 'Stub for the C function lodepng_chunk_check_crc'. Rejected tool_claims lodepng_chunk_data @1181 / lodepng_chunk_data_const @1186 and matcher_forced lodepng_palette_add @1906 (all stubs for other C fns)."
lodepng_chunk_generate_crc,lodepng.c,2507,(chunk: unsigned char *) -> void,lodepng_chunk_check_crc,lodepng_chunk_check_crc,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_chunk_generate_crc,lodepng_chunk_find,0.159,-0.324,ABSTAIN,CONFLICT,STUB:lodepng_chunk_generate_crc,"STUB-ONLY. C lodepng.c:2507 crc32(&chunk[4],length+4) then set32bitInt(chunk+8+length). Rust src/lodepng.rs:1109 lodepng_chunk_generate_crc is a no-op. Rejected tool_claim lodepng_chunk_check_crc @1198 and matcher_forced lodepng_chunk_find @1585."
lodepng_chunk_next,lodepng.c,2513,"(chunk: unsigned char *, end: unsigned char *) -> unsigned char *",lodepng_chunk_generate_crc;lodepng_chunk_next,lodepng_chunk_generate_crc,CLAIMED,yes,Fixed_3_Compile_Failed,lodepng_chunk_next,color_tree_get,0.164,-0.342,ABSTAIN,CONFLICT,STUB:lodepng_chunk_next,"STUB-ONLY. C lodepng.c:2513 checks available_size<12, PNG magic 0x89 0x50 0x4e 0x47 0x0d 0x0a 0x1a 0x0a -> chunk+8, else addofl(length,12). Rust src/lodepng.rs:1112 lodepng_chunk_next returns None. No PNG-magic bytes anywhere in crate (grep 0x89/0x4e/0x1a: none). Rejected tool_claim lodepng_chunk_generate_crc @1109 and matcher_forced color_tree_get @1539."
lodepng_chunk_next_const,lodepng.c,2528,"(chunk: const unsigned char *, end: const unsigned char *) -> const unsigned char *",lodepng_chunk_next_const,lodepng_chunk_next_const,CLAIMED,yes,Fixed_1_Compile_Failed,lodepng_chunk_next_const,lodepng_chunk_find_const,0.15,-0.317,ABSTAIN,CONFLICT,STUB:lodepng_chunk_next_const,STUB-ONLY. C lodepng.c:2528 identical to lodepng_chunk_next with const pointers. Rust src/lodepng.rs:1118 lodepng_chunk_next_const returns None. Rejected matcher_forced lodepng_chunk_find_const @1128 (stub for lodepng_chunk_find_const).
lodepng_chunk_find,lodepng.c,2543,"(chunk: unsigned char *, end: unsigned char *, type: const char[5]) -> unsigned char *",lodepng_chunk_find,lodepng_chunk_find,CLAIMED,yes,Fixed_3_Compile_Failed,lodepng_chunk_find,lodepng_chunk_check_crc,0.102,-0.375,ABSTAIN,CONFLICT,STUB:lodepng_chunk_find,STUB-ONLY. C lodepng.c:2543 loop: end-chunk<12 -> 0; type_equals -> chunk; chunk=chunk_next. Rust src/lodepng.rs:1585 lodepng_chunk_find returns None (only `let _ =` lines); duplicate stub @1597 (not in inventory) with doc citing the C signature. Rejected matcher_forced lodepng_chunk_check_crc @1198.
lodepng_chunk_find_const,lodepng.c,2551,"(chunk: const unsigned char *, end: const unsigned char *, type: const char[5]) -> const unsigned char *",lodepng_chunk_find,lodepng_chunk_find,CLAIMED,yes,Fixed_1_Compile_Failed,lodepng_chunk_find_const,lodepng_chunk_length,0.102,-0.375,ABSTAIN,CONFLICT,STUB:lodepng_chunk_find_const,"STUB-ONLY. C lodepng.c:2551 const variant of chunk_find. Rust src/lodepng.rs:1128 lodepng_chunk_find_const returns None, doc 'Corresponds to: const unsigned char* lodepng_chunk_find_const(...)'. Rejected tool_claim lodepng_chunk_find @1585 (non-const C fn's stub) and matcher_forced lodepng_chunk_length @748."
lodepng_chunk_append,lodepng.c,2559,"(out: unsigned char **, outsize: size_t *, chunk: const unsigned char *) -> unsigned int",lodepng_chunk_find_const;lodepng_chunk_append,lodepng_chunk_find_const,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_chunk_append,lodepng_chunk_append,0.179,-0.24,ABSTAIN,CONFLICT,STUB:lodepng_chunk_append,"STUB-ONLY. C lodepng.c:2559 addofl x2 (err 77), realloc (err 83), byte copy. Rust src/lodepng.rs:1143 lodepng_chunk_append returns 0, doc 'Corresponds to: unsigned lodepng_chunk_append(...)'. No fn returns 77 anywhere (grep: none). Rejected tool_claim lodepng_chunk_find_const @1128."
lodepng_chunk_init,lodepng.c,2582,"(chunk: unsigned char **, out: ucvector *, length: unsigned int, type: const char *) -> unsigned int",lodepng_chunk_init,,CLAIMED,NO,Fixed_1_Compile_Failed,,lodepng_assign_icc,0.121,-0.227,ABSTAIN,single-source,NONE,"NONE (analyzer limitation: Rust fn exists in source but is absent from the rust-analyzer inventory, so it cannot be a matcher target). STUB-ONLY, and the target is MISSING FROM THE INVENTORY: src/lodepng.rs:2014 `pub fn lodepng_chunk_init(_chunk: Option<&mut i8>, _out: Option<&mut Ucvector>, _r#type: Option<&i8>) -> u32 { 0 }` (probably dropped by the inventory parser because of the `_r#type` param). C lodepng.c:2582 (chunk**, out ucvector*, length, type): addofl (77), ucvector_resize (83), set32bitInt(length), memcpy type. The Rust stub has the same name and chunk/out/type params (length param dropped), doc 'Stub translated from an inferred C function surrounding the provided snippet'. The tool_claim (lodepng_chunk_init) was therefore correct in name. Rejected matcher_forced lodepng_assign_icc @620 (call-site stub for lodepng_assign_icc). If the inventory must be authoritative, this row becomes NONE."
lodepng_chunk_createv,lodepng.c,2601,"(out: ucvector *, length: unsigned int, type: const char *, data: const unsigned char *) -> unsigned int",lodepng_chunk_createv,lodepng_chunk_createv,CLAIMED,yes,Fixed_3_Compile_Failed,lodepng_chunk_createv,count_zeros,0.126,-0.254,ABSTAIN,CONFLICT,STUB:lodepng_chunk_createv,"STUB-ONLY. C lodepng.c:2601 (out, length, type, data): chunk_init, memcpy data to chunk+8, generate_crc. Rust src/lodepng.rs:2264 lodepng_chunk_createv(out,type_,data,length,chunk-out-param) returns 0; doc says the snippet 'is part of a function ... commonly named lodepng_chunk_createv'; the extra `chunk` out-param is the local `unsigned char* chunk` of the C body leaked into the signature. Rejected matcher_forced count_zeros @865 (LZ77 zeros-count stub)."
lodepng_chunk_create,lodepng.c,2615,"(out: unsigned char **, outsize: size_t *, length: unsigned int, type: const char *, data: const unsigned char *) -> unsigned int",lodepng_chunk_createv,lodepng_chunk_createv,CLAIMED,yes,Fixed_4_Compile_Failed,lodepng_chunk_create,lodepng_chunk_create,0.258,-0.123,ABSTAIN,CONFLICT,STUB:lodepng_chunk_create,"STUB-ONLY. C lodepng.c:2615 ucvector_init(*out,*outsize); createv; write back data/size. Rust src/lodepng.rs:918 lodepng_chunk_create returns 0, doc 'Stub for: unsigned lodepng_chunk_create(unsigned char** out, size_t* outsize, unsigned length, const char* type, const unsigned char* data)'. Rejected tool_claim lodepng_chunk_createv @2264 (stub for the static createv)."
checkColorValidity,lodepng.c,2630,"(colortype: LodePNGColorType, bd: unsigned int) -> unsigned int",lodepng_chunk_create;checkColorValidity,lodepng_chunk_create,CLAIMED,yes,Fixed_1_Compile_Failed,checkColorValidity,checkColorValidity,0.209,-0.284,ABSTAIN,CONFLICT,STUB:checkColorValidity,"STUB-ONLY. C lodepng.c:2630 switch on colortype, bitdepth checks returning 37, invalid type 31. Rust src/lodepng.rs:929 checkColorValidity returns 0, doc 'Stub for: static unsigned checkColorValidity(LodePNGColorType colortype, unsigned bd)'. No fn returns 37 or 31 (grep: none). Rejected tool_claim lodepng_chunk_create @918."
getNumColorChannels,lodepng.c,2643,(colortype: LodePNGColorType) -> unsigned int,getNumColorChannels,getNumColorChannels,CLAIMED,yes,Fixed_5_Compile_Failed,getNumColorChannels,lodepng_filesize,0.3,-0.026,ABSTAIN,CONFLICT,STUB:getNumColorChannels,"STUB-ONLY. C lodepng.c:2643 switch GREY->1, RGB->3, PALETTE->1, GREY_ALPHA->2, RGBA->4. Rust src/lodepng.rs:937 getNumColorChannels returns 0 ('Stub translated from: static unsigned getNumColorChannels(...)'); duplicate stub @1255 (not in inventory). A THIRD stub for the same C body exists: get_num_color_channels_stub @1461, whose doc quotes 'case LCT_GREY: return 1; case LCT_RGB: return 3; case LCT_PALETTE: return 1' — i.e. it was generated from this C function's switch, but it is also empty. Chose the same-name signature stub as canonical; get_num_color_channels_stub is a duplicate placeholder, not a translation of any other C fn. Rejected matcher_forced lodepng_filesize @405 (unimplemented!() stub)."
lodepng_get_bpp_lct,lodepng.c,2655,"(colortype: LodePNGColorType, bitdepth: unsigned int) -> unsigned int",get_num_color_channels_stub,get_num_color_channels_stub,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_get_bpp_lct,lodepng_get_bpp_lct,0.218,-0.275,ABSTAIN,CONFLICT,STUB:lodepng_get_bpp_lct,"STUB-ONLY. C lodepng.c:2655 getNumColorChannels(colortype)*bitdepth. Rust src/lodepng.rs:1262 lodepng_get_bpp_lct returns 0, doc cites the C signature. Rejected tool_claim get_num_color_channels_stub @1461 (duplicate stub of getNumColorChannels, see that row)."
lodepng_color_mode_init,lodepng.c,2662,(info: LodePNGColorMode *) -> void,getNumColorChannels;lodepng_get_bpp_lct,getNumColorChannels,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_color_mode_init,lodepng_is_greyscale_type,0.16,-0.346,ABSTAIN,CONFLICT,STUB:lodepng_color_mode_init,"STUB-ONLY. C lodepng.c:2662 key_defined=0,key_rgb=0,colortype=LCT_RGBA,bitdepth=8,palette=0,palettesize=0. Rust src/lodepng.rs:1308 lodepng_color_mode_init no-op stub, doc 'Stub for: void lodepng_color_mode_init(LodePNGColorMode* info)'. No fn assigns colortype=RGBA/bitdepth=8. Rejected tool_claims getNumColorChannels @937 / lodepng_get_bpp_lct @1262 and matcher_forced lodepng_is_greyscale_type @1290 (stubs for other C fns)."
lodepng_color_mode_alloc_palette,lodepng.c,2672,(info: LodePNGColorMode *) -> void,lodepng_color_mode_init;lodepng_color_mode_alloc_palette,lodepng_color_mode_init,CLAIMED,yes,Fixed_1_Compile_Failed,lodepng_color_mode_alloc_palette,HuffmanTree_makeTable,0.106,-0.433,ABSTAIN,CONFLICT,STUB:lodepng_color_mode_alloc_palette,"STUB-ONLY. C lodepng.c:2672 malloc(1024), fill 256 entries with 0,0,0,255. Rust src/lodepng.rs:1315 lodepng_color_mode_alloc_palette no-op stub, doc cites 'static void lodepng_color_mode_alloc_palette'. No fn writes palette[i*4+3]=255 (grep 1024 only hits the struct field). Rejected tool_claim lodepng_color_mode_init @1308 and matcher_forced HuffmanTree_makeTable @1021."
lodepng_color_mode_cleanup,lodepng.c,2689,(info: LodePNGColorMode *) -> void,lodepng_color_mode_cleanup,lodepng_color_mode_cleanup,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_color_mode_cleanup,lodepng_is_palette_type,0.169,-0.337,ABSTAIN,CONFLICT,STUB:lodepng_color_mode_cleanup,"STUB-ONLY. C lodepng.c:2689 calls lodepng_palette_clear. Rust src/lodepng.rs:1886 lodepng_color_mode_cleanup no-op stub (duplicate no-op @2141, not in inventory). Rejected matcher_forced lodepng_is_palette_type @1302."
lodepng_color_mode_copy,lodepng.c,2693,"(dest: LodePNGColorMode *, source: const LodePNGColorMode *) -> unsigned int",lodepng_color_mode_cleanup,lodepng_color_mode_cleanup,CLAIMED,yes,Fixed_5_Compile_Failed,,addChunk_gAMA,0.178,-0.187,ABSTAIN,CONFLICT,NONE,"C lodepng.c:2693: cleanup(dest), memcpy struct, if source->palette malloc(1024) + memcpy palettesize*4, err 83. Searched crate for 'color_mode_copy', 'ColorMode.*copy', 'memcpy(dest', '1024', 'palettesize' — no function named or documented as this C function and no body copying a palette. The only palette mention is a doc comment at src/lodepng.rs:1444 explicitly saying no stub was generated (that snippet was lodepng_palette_add's anyway). Rejected tool_claim lodepng_color_mode_cleanup @1886 (stub for the C cleanup fn, which copy merely calls) and matcher_forced addChunk_gAMA @2365 (encoder chunk stub)."
lodepng_color_mode_make,lodepng.c,2704,"(colortype: LodePNGColorType, bitdepth: unsigned int) -> LodePNGColorMode",lodepng_color_mode_make,lodepng_color_mode_make,CLAIMED,yes,Fixed_3_Compile_Failed,lodepng_color_mode_make,lodepng_color_mode_make,0.265,-0.219,ABSTAIN,unanimous,STUB:lodepng_color_mode_make,STUB-ONLY. C lodepng.c:2704 init + set colortype/bitdepth. Rust src/lodepng.rs:1318 lodepng_color_mode_make returns LodePNGColorMode::default() ignoring its arguments ('default stub').
lodepng_color_mode_equal,lodepng.c,2712,"(a: const LodePNGColorMode *, b: const LodePNGColorMode *) -> int",lodepng_color_mode_make;lodepng_color_mode_equal,lodepng_color_mode_make,CLAIMED,yes,Fixed_3_Compile_Failed,lodepng_color_mode_equal,addChunk_cHRM,0.169,-0.195,ABSTAIN,CONFLICT,STUB:lodepng_color_mode_equal,"STUB-ONLY. C lodepng.c:2712 field-by-field compare incl. palette bytes. Rust src/lodepng.rs:1326 lodepng_color_mode_equal returns 0 ('equality not evaluated'), doc cites C signature. Rejected tool_claim lodepng_color_mode_make @1318 and matcher_forced addChunk_cHRM @2368."
lodepng_palette_clear,lodepng.c,2729,(info: LodePNGColorMode *) -> void,lodepng_palette_clear,lodepng_palette_clear,CLAIMED,yes,Fixed_3_Compile_Failed,lodepng_palette_clear,lodepng_is_alpha_type,0.158,-0.349,ABSTAIN,CONFLICT,STUB:lodepng_palette_clear,"STUB-ONLY. C lodepng.c:2729 free palette, palette=0, palettesize=0. Rust src/lodepng.rs:1269 lodepng_palette_clear no-op stub (duplicate no-op @1899, not in inventory), doc cites C signature. Rejected matcher_forced lodepng_is_alpha_type @1296."
